ac_number_2021,constituency_2021,region_2021,reserved_2021,valid_votes_2021,n_candidates_2021,winner_2021,winner_party_2021,winner_party_norm_2021,winner_votes_2021,winner_share_pct_2021,runner_up_2021,runner_up_party_norm_2021,runner_up_votes_2021,margin_pct_2021,turnout_pct_2021,ac_number_2026,constituency_2026,region_2026,reserved_2026,valid_votes_2026,n_candidates_2026,winner_2026,winner_party_2026,winner_party_norm_2026,winner_votes_2026,winner_share_pct_2026,runner_up_2026,runner_up_party_norm_2026,runner_up_votes_2026,margin_pct_2026,ac_number,flip_raw,flip_norm,margin_delta,constituency,district,region,reserved,turnout_pct_2026
201,Cumbum,South,GEN,200616,15,N.Ramakrishnan,DMK,DMK,104800,52.24,Syedukhan.S.P.M,AIADMK,62387,21.14,69.51,201,Cumbum,South,GEN,209907,19,JEGANATHMISHRA PLA,TVK,TVK,85394,40.68,ERAMAKRISHNAN N,DMK,84643,0.36,201,True,True,-20.78,Cumbum,Theni,South,GEN,
202,Rajapalayam,South,GEN,176833,14,THANGAPANDIAN S.,DMK,DMK,74158,41.94,RAJENTHRABHALAJI K.T,AIADMK,70260,2.2,73.89,202,Rajapalayam,South,GEN,182267,22,JEGADESHWARI. K,TVK,TVK,65548,35.96,THANGAPANDIAN. S,DMK,54943,5.82,202,True,True,3.62,Rajapalayam,Virudhunagar,South,GEN,
203,Srivilliputhur,South,SC,183373,15,"MANRAJ, E.M.",AIADMK,AIADMK,70475,38.43,"MADHAVARAO, P.S.W.",INC,57737,6.95,73.14,203,Srivilliputhur,South,SC,192598,14,KARTHIK.A,TVK,TVK,65653,34.09,MAHALINGAM.P,CPI,57072,4.46,203,True,True,-2.49,Srivilliputhur,Virudhunagar,South,SC,
204,Sattur,South,GEN,190486,27,"RAGHURAMAN,  A.R.R.",DMK,DMK,74174,38.94,"RAVICHANDHRAN, R.K.",AIADMK,62995,5.87,75.17,204,Sattur,South,GEN,198258,22,KADARKARAIRAJ. A,DMK,DMK,62060,31.3,NAINAR NAGENTHRAN,BJP,56071,3.02,204,False,False,-2.85,Sattur,Virudhunagar,South,GEN,
205,Sivakasi,South,GEN,183320,26,Ashokan.G,INC,INC,78947,43.07,Lakshmi Ganesan,AIADMK,61628,9.45,70.16,205,Sivakasi,South,GEN,192569,14,KEERTHANA S,TVK,TVK,68709,35.68,ASHOKAN G,INC,57039,6.06,205,True,True,-3.3899999999999997,Sivakasi,Virudhunagar,South,GEN,
206,Virudhunagar,South,GEN,160147,18,SEENIVASAN A.R.R,DMK,DMK,73297,45.77,PANDURANGAN G,BJP,51958,13.32,71.27,206,Virudhunagar,South,GEN,166878,15,SELVAM P,TVK,TVK,63653,38.14,VIJAYAPRABHAKAR,DMDK,54262,5.63,206,True,True,-7.69,Virudhunagar,Virudhunagar,South,GEN,
207,Aruppukottai,South,GEN,169878,29,K.K.S.S.R.RAMACHANDRAN,DMK,DMK,91040,53.59,VAIGAICHELVAN,AIADMK,52006,22.98,75.6,207,Aruppukkottai,South,GEN,177721,25,RAMACHANDRAN. K.K.S.S.R,DMK,DMK,65104,36.63,KARTHIK KUMAR. K,TVK,60161,2.78,207,False,False,-20.2,Aruppukottai,Virudhunagar,South,GEN,
208,Tiruchuli,South,GEN,172071,20,THANGAM THENARASU,DMK,DMK,102225,59.41,RAJASEKAR S,AIADMK,41233,35.45,77.46,208,Tiruchuli,South,GEN,180825,23,THANGAM THENARASU,DMK,DMK,75085,41.52,SAMAYAN.S,TVK,61600,7.46,208,False,False,-27.990000000000002,Tiruchuli,Virudhunagar,South,GEN,
209,Paramakudi,South,SC,180900,15,MURUGESAN S,DMK,DMK,84864,46.91,SADHAN PRABHAKAR N,AIADMK,71579,7.34,70.59,209,Paramakudi,South,SC,189043,12,ADVOCATE. KATHIRAVAN. K.K,DMK,DMK,59161,31.29,GOPIRAJAN. G,TVK,55613,1.88,209,False,False,-5.46,Paramakudi,Ramanathapuram,South,SC,
210,Tiruvadanai,South,GEN,201047,15,KARUMANICKAM,INC,INC,79364,39.48,K C ANIMUTHU,AIADMK,65512,6.89,68.72,210,Tiruvadanai,South,GEN,219924,21,RAJEEV,TVK,TVK,69551,31.63,RM. KARUMANICKAM,INC,67038,1.14,210,True,True,-5.75,Tiruvadanai,Ramanathapuram,South,GEN,
211,Ramanathapuram,South,GEN,213345,19,KATHARBATCHA MUTHURAMALINGAM,DMK,DMK,111082,52.07,D.KUPPURAMU,BJP,60603,23.66,68.81,211,Ramanathapuram,South,GEN,236623,13,KATHARBATCHA MUTHURAMALINGAM,DMK,DMK,89137,37.67,SHAHUL HAMEED,TVK,76678,5.27,211,False,False,-18.39,Ramanathapuram,Ramanathapuram,South,GEN,
212,Mudukulathur,South,GEN,220690,23,R.S.RAJAKANNAPPAN,DMK,DMK,101901,46.17,KEERTHIKA,AIADMK,81180,9.39,70.29,212,Mudhukulathur,South,GEN,230944,20,R.S.RAJAKANNAPPAN,DMK,DMK,68003,29.45,MALARVIZHI. B,TVK,51405,7.19,212,False,False,-2.2,Mudukulathur,Ramanathapuram,South,GEN,
213,Vilathikulam,South,GEN,166133,15,MARKANDAYAN V,DMK,DMK,90348,54.38,CHINNAPPAN P,AIADMK,51799,23.2,76.52,213,Vilathikulam,South,GEN,174172,15,MARKANDAYAN G V,DMK,DMK,58395,33.53,P. KASIRAM,TVK,50167,4.72,213,False,False,-18.48,Vilathikulam,Thoothukudi,South,GEN,
214,Thoothukkudi,South,GEN,186838,26,P.Geetha Jeevan,DMK,DMK,92314,49.41,SDR Vijayaseelan,AIADMK,42004,26.93,65.07,214,Thoothukkudi,South,GEN,203859,15,SRINATH,TVK,TVK,100536,49.32,P. GEETHA JEEVAN,DMK,62805,18.51,214,True,True,-8.419999999999998,Thoothukkudi,Thoothukudi,South,GEN,
215,Tiruchendur,South,GEN,173485,15,Anitha R. Radhakrishnan,DMK,DMK,88274,50.88,Radhakrishnan M,AIADMK,63011,14.56,70.04,215,Tiruchendur,South,GEN,185328,13,ANITHA R. RADHAKRISHNAN,DMK,DMK,72723,39.24,J. MURUGAN,TVK,66851,3.17,215,False,False,-11.39,Tiruchendur,Thoothukudi,South,GEN,
216,Srivaikuntam,South,GEN,163630,21,Amirtharaj .S,INC,INC,76843,46.96,S.P.SHUNMUGANATHAN,AIADMK,59471,10.62,72.34,216,Srivaikuntam,South,GEN,175842,15,SARAVANAN. G,TVK,TVK,58814,33.45,SHANMUGANATHAN. S. P,AIADMK,57628,0.67,216,True,True,-9.95,Srivaikuntam,Thoothukudi,South,GEN,
217,Ottapidaram,South,SC,176272,17,SHUNMUGAIAH C,DMK,DMK,73110,41.48,MOHAN P,AIADMK,64600,4.83,69.82,217,Ottapidaram,South,SC,195238,13,P .MATHANRAJA,TVK,TVK,81625,41.81,P.M.RAMAJEYAM,DMK,52542,14.9,217,True,True,10.07,Ottapidaram,Thoothukudi,South,SC,
218,Kovilpatti,South,GEN,179804,26,KADAMBUR RAJU,AIADMK,AIADMK,68556,38.13,TTV DHINAKARAN,AMMK,56153,6.9,67.43,218,Kovilpatti,South,GEN,193639,21,KARUNANITHI.K,DMK,DMK,61643,31.83,BALASUBRAMANIAN.S,TVK,60800,0.44,218,True,True,-6.46,Kovilpatti,Thoothukudi,South,GEN,
219,Sankarankovil,South,SC,181381,15,RAJA E,DMK,DMK,71347,39.34,RAJALAKSHMI V M,AIADMK,66050,2.92,71.48,219,Sankarankovil,South,SC,195920,20,DR. DHILIPAN JAISHANKAR,AIADMK,AIADMK,64865,33.11,C. RAMARAJAN,TVK,58376,3.31,219,True,True,0.3900000000000001,Sankarankovil,Tirunelveli,South,SC,
220,Vasudevanallur,South,SC,173710,11,"SADHAN THIRUMALAIKUMAR, DOCTOR.T",DMK,DMK,68730,39.57,MANOHARAN A,AIADMK,66363,1.36,71.87,220,Vasudevanallur,South,SC,189158,18,E. RAJA,DMK,DMK,63045,33.33,ANANTHAN AYYASAMY,BJP,56462,3.48,220,False,False,2.12,Vasudevanallur,Tirunelveli,South,SC,
221,Kadayanallur,South,GEN,204318,21,C.KRISHNAMURALI,AIADMK,AIADMK,88474,43.3,K.A.M.MUHAMMED ABUBACKER,IUML,64125,11.92,70.35,221,Kadayanallur,South,GEN,221424,22,RAJENDRAN. T. M,DMK,DMK,79832,36.05,C. KRISHNAMURALI,AIADMK,73579,2.82,221,True,True,-9.1,Kadayanallur,Tirunelveli,South,GEN,
222,Tenkasi,South,GEN,212949,18,PALANI NADAR.S,INC,INC,89315,41.94,SELVA MOHANDAS PANDIAN.S,AIADMK,88945,0.17,72.4,222,Tenkasi,South,GEN,234314,22,DR.KALAI KATHIRAVAN,DMK,DMK,79699,34.01,S.SELVA MOHANDAS PANDIAN,AIADMK,69400,4.4,222,True,True,4.23,Tenkasi,Tirunelveli,South,GEN,
223,Alangulam,South,GEN,201692,10,PAUL MANOJ PANDIAN,AIADMK,AIADMK,74153,36.77,DR.POONGOTHAI ALADI ARUNA,DMK,70614,1.75,77.4,223,Alangulam,South,GEN,219875,13,PAUL MANOJ PANDIAN,DMK,DMK,69170,31.46,K R P PRABAKARAN,AIADMK,61372,3.55,223,True,True,1.7999999999999998,Alangulam,Tirunelveli,South,GEN,
224,Tirunelveli,South,GEN,195496,14,Nainar Nagenthran,BJP,BJP,92282,47.2,"Lakshmanan,A.L.S.",DMK,69175,11.82,66.91,224,Tirunelveli,South,GEN,217708,20,MURUGHAN.R.S.,TVK,TVK,75840,34.84,SUBRAMANIAN.S,DMK,64426,5.24,224,True,True,-6.58,Tirunelveli,Tirunelveli,South,GEN,
225,Ambasamudram,South,GEN,176008,12,E.SUBAYA,AIADMK,AIADMK,85211,48.41,R.AVUDAIAPPAN,DMK,68296,9.61,72.03,225,Ambasamudram,South,GEN,190135,5,DR.ESAKKI SUBAYA,AIADMK,AIADMK,65589,34.5,V.P.DURAI,INC,55344,5.39,225,False,False,-4.22,Ambasamudram,Tirunelveli,South,GEN,
226,Palayamcottai,South,GEN,159444,10,ABDUL WAHAB .M,DMK,DMK,89117,55.89,GERALD .G,AIADMK,36976,32.7,57.76,226,Palayamkottai,South,GEN,179769,17,M.ABDUL WAHAB,DMK,DMK,79744,44.36,MARIA JOHN,TVK,65939,7.68,226,False,False,-25.020000000000003,Palayamcottai,Tirunelveli,South,GEN,
227,Nanguneri,South,GEN,190985,15,RUBY R MANOHARAN,INC,INC,75902,39.74,GANESARAJA,AIADMK,59416,8.63,68.59,227,Nanguneri,South,GEN,208698,25,REDDIARPATTI V. NARAYANAN,TVK,TVK,74952,35.91,RUBY.R.MANOHARAN,INC,58533,7.87,227,True,True,-0.7600000000000007,Nanguneri,Tirunelveli,South,GEN,
228,Radhapuram,South,GEN,186407,25,M.Appavu,DMK,DMK,82331,44.17,I.S.Inbadurai,AIADMK,76406,3.18,68.08,228,Radhapuram,South,GEN,199462,23,DR.SATHISH CHRISTOPHER,TVK,TVK,69947,35.07,APPAVU.M,DMK,57634,6.17,228,True,True,2.9899999999999998,Radhapuram,Tirunelveli,South,GEN,
229,Kanniyakumari,South,GEN,223778,13,THALAVAI SUNDARAM N.,AIADMK,AIADMK,109745,49.04,AUSTIN S.,DMK,93532,7.25,75.19,229,Kanniyakumari,South,GEN,238325,14,THALAVAI SUNDARAM. N,AIADMK,AIADMK,75045,31.49,MAHESH.R,DMK,74831,0.09,229,False,False,-7.16,Kanniyakumari,Kanniyakumari,South,GEN,
230,Nagercoil,South,GEN,183255,15,Gandhi M.R.,BJP,BJP,88804,48.46,Suresh Rajan N.,DMK,77135,6.37,67.06,230,Nagercoil,South,GEN,195833,20,AUSTIN,DMK,DMK,69880,35.68,BERVIN KINGS G,TVK,62310,3.87,230,True,True,-2.5,Nagercoil,Kanniyakumari,South,GEN,
231,Colachel,South,GEN,182091,12,Prince J.G.,INC,INC,90681,49.8,Ramesh P.,BJP,65849,13.64,67.27,231,Colachal,South,GEN,198432,13,THARAHAI CUTHBERT,INC,INC,66207,33.37,PREM ALEX LAWRENCE,TVK,63374,1.43,231,False,False,-12.21,Colachel,Kanniyakumari,South,GEN,
232,Padmanabhapuram,South,GEN,169120,12,"Mano Thangaraj, T.",DMK,DMK,87744,51.88,"John Thankam, D.",AIADMK,60859,15.9,70.08,232,Padmanabhapuram,South,GEN,179940,11,CHELLASWAMY. R,CPI(M),CPI(M),68938,38.31,KRISHNA KUMAR. S,TVK,53369,8.65,232,True,True,-7.25,Padmanabhapuram,Kanniyakumari,South,GEN,
233,Vilavancode,South,GEN,167054,15,VIJAYADHARANI S,INC,INC,87473,52.36,JAYASEELAN R,BJP,58804,17.16,66.83,233,Vilavancode,South,GEN,174099,14,PRAVEEN T.T,INC,INC,70755,40.64,MICHAEL KUMAR K,TVK,49785,12.04,233,False,False,-5.120000000000001,Vilavancode,Kanniyakumari,South,GEN,
234,Killiyoor,South,GEN,169164,14,RAJESH KUMAR  S,INC,INC,101541,60.03,JUDE DEV   K.V,AIADMK,46141,32.75,65.87,234,Killiyoor,South,GEN,177032,13,RAJESH KUMAR. S,INC,INC,66434,37.53,SABIN. S,TVK,65123,0.74,234,False,False,-32.01,Killiyoor,Kanniyakumari,South,GEN,
